comm24,baseTime,hrs,output
0,69,24,0
45,11,24,5
23,18,24,0
0,60,24,0
64,4,24,21
2,14,24,0
9,25,24,2
9,37,24,1
5,40,24,1
2,31,24,0
0,49,24,0
30,1,24,15
156,22,24,21
0,0,24,20
5,50,24,5
10,25,24,0
22,6,24,5
3,2,24,3
0,51,24,0
1,72,24,0
0,41,24,1
0,0,24,56
1,60,24,0
0,8,24,0
0,51,24,1
16,23,24,0
0,67,24,0
60,19,24,4
1,46,24,0
0,62,24,0
12,29,24,0
0,71,24,0
0,47,24,0
1,66,24,0
2,47,24,0
56,26,24,5
0,63,24,0
3,45,24,0
17,11,24,2
1,34,24,0
0,0,24,70
0,59,24,0
2,39,24,0
0,46,24,0
10,3,24,5
17,24,24,0
0,70,24,0
1,55,24,0
7,23,24,1
8,44,24,0
0,48,24,0
5,8,24,1
0,41,24,0
0,69,24,0
3,39,24,0
107,7,24,10
1,64,24,2
0,55,24,0
16,17,24,4
0,50,24,0
15,33,24,1
0,61,24,1
76,16,24,4
0,67,24,0
22,68,24,0
1,71,24,0
24,15,24,1
43,23,24,2
4,1,24,16
7,11,24,1
0,0,24,63
3,35,24,0
2,31,24,0
0,71,24,0
9,11,24,0
36,21,24,0
30,6,24,7
8,21,24,1
5,31,24,1
0,66,24,2
0,45,24,1
2,33,24,0
0,17,24,0
6,34,24,0
0,33,24,0
31,22,24,3
0,31,24,0
6,4,24,7
0,63,24,0
0,55,24,0
5,27,24,0
76,13,24,6
0,49,24,1
1,26,24,1
3,6,24,0
1,59,24,1
1,37,24,0
0,51,24,1
5,45,24,1
23,13,24,5
0,38,24,0
23,10,24,0
1,43,24,0
31,22,24,1
20,36,24,2
1,50,24,1
0,40,24,0
0,60,24,0
3,41,24,1
6,5,24,14
6,27,24,3
1,31,24,0
17,19,24,4
0,54,24,0
31,9,24,2
17,31,24,1
0,68,24,0
2,47,24,1
2,61,24,0
0,51,24,0
0,72,24,0
10,25,24,2
37,22,24,2
427,22,24,18
145,1,24,165
47,23,24,1
21,18,24,5
48,10,24,6
45,11,24,4
11,15,24,5
5,29,24,0
28,7,24,9
8,48,24,2
13,50,24,1
0,60,24,0
0,63,24,0
79,18,24,12
5,13,24,2
1,64,24,0
1,33,24,0
13,24,24,1
0,64,24,0
0,67,24,0
26,35,24,0
1,61,24,0
43,9,24,16
11,24,24,0
0,69,24,0
36,4,24,7
0,36,24,0
1,68,24,0
3,39,24,1
2,30,24,0
32,24,24,1
4,33,24,0
0,68,24,0
16,19,24,1
2,25,24,1
7,20,24,1
1,42,24,0
0,55,24,0
0,59,24,0
5,37,24,0
0,61,24,0
2,49,24,1
7,11,24,3
0,50,24,0
0,48,24,1
0,45,24,0
1,49,24,1
3,50,24,0
0,52,24,0
5,12,24,1
7,35,24,2
8,37,24,1
12,12,24,1
42,20,24,7
16,20,24,4
2,1,24,4
2,40,24,1
0,70,24,0
0,71,24,0
1,60,24,0
2,31,24,0
2,56,24,0
2,59,24,0
3,2,24,2
11,24,24,0
4,41,24,1
1,38,24,0
3,48,24,1
1,38,24,1
3,21,24,2
7,52,18,0
0,21,24,0
0,57,24,0
15,46,24,3
14,65,24,5
170,33,24,40
92,29,24,44
4,8,24,0
81,13,24,50
8,18,24,1
2,47,24,0
3,22,24,3
5,72,24,2
3,43,24,0
17,18,24,3
18,2,24,40
1,55,24,0
5,32,24,1
5,46,24,0
0,68,24,0
4,51,24,0
0,59,24,0
21,30,24,2
3,64,24,0
14,13,24,10
1,46,24,0
7,30,24,0
0,10,24,2
24,21,24,1
10,45,24,0
15,15,24,2
7,35,24,0
29,15,24,4
8,39,24,0
7,30,24,0
5,43,24,0
30,24,24,5
32,7,24,5
1,64,24,0
3,49,24,0
227,37,24,68
16,30,24,3
225,16,24,139
35,6,24,24
11,69,24,0
4,50,24,0
319,8,24,507
3,51,24,0
64,10,24,11
7,23,24,0
5,65,24,0
0,49,24,1
46,68,24,7
5,69,24,0
2,46,24,0
25,65,24,9
82,21,24,21
63,2,24,301
66,26,24,17
0,72,24,0
80,47,24,13
156,18,24,48
43,17,24,10
4,67,24,0
3,35,24,0
7,70,24,2
5,62,24,1
2,3,24,0
271,9,24,245
2,69,24,1
76,14,24,21
1,70,24,0
13,45,24,4
123,33,24,39
2,1,24,4
0,71,24,0
6,51,24,0
1,41,24,0
0,0,24,348
3,49,24,1
162,26,24,63
4,19,24,1
2,7,24,0
33,61,24,11
23,66,24,4
25,61,24,7
1,51,24,0
2,42,24,0
7,60,24,0
120,23,24,21
2,28,24,1
187,6,24,180
0,45,24,1
15,63,24,1
60,34,24,32
2,32,24,1
34,38,24,10
3,58,24,0
87,55,24,14
7,36,24,4
139,56,24,49
1,48,24,0
143,7,24,125
0,54,24,0
186,8,24,160
3,21,24,0
181,10,24,71
0,56,24,0
25,66,24,6
1,55,24,0
29,30,24,2
130,9,24,74
415,19,24,125
97,30,22,16
76,3,24,110
21,59,24,5
64,37,24,22
16,51,24,10
219,10,24,104
46,62,24,10
1,72,24,0
396,11,24,105
1,58,24,1
6,48,24,1
0,69,24,0
121,36,24,35
315,19,24,49
0,0,24,249
10,17,12,0
2,50,24,4
10,33,24,0
3,35,24,0
12,19,24,3
168,25,24,15
1,44,24,2
2,41,24,0
13,2,24,9
10,1,24,18
2,32,24,1
36,5,24,6
12,25,24,1
26,20,24,5
0,67,24,0
7,31,24,1
3,46,24,0
63,22,24,5
0,71,24,0
1,56,24,0
14,12,24,4
8,47,24,1
28,17,24,4
1,49,24,1
10,31,24,1
19,30,24,1
10,24,24,3
5,61,24,0
1,4,24,1
2,31,24,1
3,51,24,1
0,10,24,1
45,26,24,2
7,60,24,0
128,19,24,27
2,45,24,1
22,17,24,1
0,72,24,0
0,0,24,32
0,55,24,0
0,66,24,0
5,35,24,0
0,66,24,0
0,71,24,0
6,7,24,3
10,46,24,0
0,0,24,85
6,29,24,0
0,69,24,0
1,29,24,0
1,54,24,0
0,66,24,0
0,69,24,0
63,17,24,14
10,2,24,30
0,0,24,69
24,28,24,1
1,71,24,1
6,47,24,1
5,34,24,0
116,12,24,75
4,68,24,0
38,2,24,125
27,36,24,2
0,67,24,0
106,28,24,13
172,14,24,36
120,6,24,24
86,3,24,78
145,12,24,42
0,65,24,0
6,41,24,2
25,3,24,52
747,27,24,111
31,26,24,0
58,6,24,35
8,52,24,4
0,72,24,3
12,28,24,1
186,18,24,31
33,8,24,8
28,27,24,3
0,62,24,0
41,2,24,39
0,70,24,2
41,20,24,5
4,41,24,0
42,15,24,7
53,9,24,28
1,60,24,0
29,16,24,6
85,15,24,8
4,63,24,1
0,70,24,0
19,47,24,6
0,60,24,0
16,37,24,2
65,7,24,23
2,50,24,1
26,18,24,6
6,33,24,1
1,67,24,1
5,48,24,0
6,42,24,2
33,5,24,7
24,21,24,3
65,28,24,11
1,51,24,0
1,67,24,0
0,56,24,1
114,29,24,12
2,38,24,1
0,61,24,1
3,68,24,0
73,22,24,6
96,20,24,8
0,0,24,45
6,62,24,1
38,32,24,8
52,42,24,13
3,41,24,4
38,27,24,8
146,23,24,21
4,63,24,1
0,50,24,2
2,13,24,2
117,24,24,19
0,0,24,21
65,5,24,33
3,15,24,1
0,65,24,0
0,39,24,0
1,20,24,0
0,71,24,0
0,6,24,0
0,35,24,0
0,52,24,0
1,24,24,0
3,39,24,0
3,23,24,0
0,26,24,0
0,21,24,0
0,55,24,0
0,25,24,0
0,41,24,0
0,9,24,0
0,67,24,0
0,16,24,0
0,31,24,0
0,47,24,0
0,45,24,0
2,10,24,1
1,17,24,0
0,0,24,0
0,23,24,0
0,2,24,0
0,11,24,0
0,60,24,0
0,15,24,0
1,38,24,0
1,21,24,0
0,42,24,0
0,65,24,0
0,51,24,0
1,31,24,0
1,9,24,0
5,19,24,0
0,68,24,0
0,60,24,0
0,51,24,0
0,51,24,0
0,22,24,1
0,49,24,0
0,57,24,0
0,35,24,0
0,65,24,0
0,40,24,0
0,35,24,0
0,54,24,0
3,5,24,1
0,19,24,0
1,36,24,0
1,27,24,0
0,55,24,0
0,31,24,0
0,72,24,0
0,24,24,0
0,63,24,0
0,66,24,0
0,68,24,0
1,55,24,1
0,72,24,0
0,61,24,0
0,5,24,0
77,29,24,30
1,7,24,0
0,13,24,0
0,66,24,2
1,54,24,0
0,57,24,0
0,54,24,0
0,50,24,0
0,61,24,1
1,66,24,1
1,63,24,0
0,48,24,1
0,9,24,0
2,17,24,1
0,16,24,1
1,45,24,0
0,64,24,1
7,21,24,2
1,48,24,0
3,11,24,2
0,44,24,0
1,26,24,2
2,44,24,2
2,35,24,3
0,67,24,0
0,19,24,1
0,11,24,2
0,46,24,0
0,16,24,1
1,7,24,0
0,59,24,1
14,16,24,4
221,42,24,79
1189,22,24,320
523,32,17,219
3,26,20,0
7,38,4,0
23,21,20,6
0,52,24,0
0,65,24,0
3,67,24,0
1,35,24,0
0,61,24,0
0,67,24,0
11,18,24,1
0,15,24,0
0,57,24,0
0,71,24,0
5,28,24,0
7,22,24,1
5,30,24,0
0,27,24,0
1,28,24,0
0,47,24,0
0,5,24,0
0,63,24,0
1,15,24,0
0,9,24,0
0,31,24,0
0,57,24,0
0,11,24,0
1,52,24,0
4,35,24,0
0,10,24,0
2,24,24,2
0,48,24,0
5,44,24,1
1,13,24,1
1,53,24,0
0,66,24,0
0,59,24,0
1,47,24,0
0,2,24,1
0,65,24,0
5,14,24,0
0,71,24,0
4,9,24,4
0,56,24,1
12,4,24,3
1,60,24,0
0,46,24,1
0,41,24,0
0,72,24,0
0,11,24,0
0,51,24,0
0,54,24,0
1,63,24,0
0,26,24,0
0,11,24,0
0,0,24,4
19,34,24,3
0,59,24,0
10,15,24,0
40,19,24,2
18,18,24,1
0,42,24,0
56,23,24,2
60,3,24,20
5,31,24,0
11,8,24,4
22,33,24,7
0,0,24,15
0,64,24,0
0,56,24,0
0,66,24,0
12,24,24,2
5,26,24,1
2,42,24,0
4,48,24,2
4,35,24,1
0,45,24,0
0,39,24,1
0,50,24,0
0,62,24,0
3,37,24,1
1,27,24,1
2,35,24,1
42,26,24,4
0,72,24,0
1,62,24,0
14,11,24,5
0,66,24,0
0,32,24,0
0,62,24,0
1,36,24,0
15,24,24,0
0,67,24,0
19,30,24,0
0,65,24,0
5,53,24,1
11,28,24,7
1,48,24,0
0,71,24,0
204,20,24,16
2,64,24,0
1,34,24,0
15,39,24,5
36,13,24,4
2,63,24,0
45,6,24,16
0,49,24,0
7,16,24,1
4,5,24,4
20,7,24,4
23,7,24,1
1,42,24,1
13,18,24,2
4,31,24,0
0,50,24,0
18,7,24,5
175,53,24,54
75,67,24,18
273,56,24,74
756,24,24,226
0,29,24,0
2,7,24,2
0,29,24,0
0,43,24,0
0,9,24,0
3,16,24,0
0,64,24,0
0,18,24,1
6,12,24,0
1,72,24,0
2,10,24,1
0,5,24,0
0,27,24,0
0,41,24,0
1,8,24,2
0,25,24,0
0,68,24,0
0,65,24,0
0,24,24,0
0,13,24,0
0,58,24,0
0,71,24,0
0,0,24,209
180,29,24,63
74,13,24,48
182,28,11,34
57,22,6,1
0,3,24,0
2,28,24,0
0,17,24,2
0,64,24,0
4,14,24,3
0,68,24,1
0,27,24,0
5,49,24,4
5,63,24,2
7,7,24,6
1,16,24,3
1,47,24,0
3,38,24,0
0,42,24,0
6,23,24,0
3,24,24,5
1,23,24,0
0,28,24,0
0,67,24,0
1,16,24,0
1,45,24,0
0,22,24,0
0,20,24,0
0,60,24,2
0,14,24,0
0,44,24,0
0,65,24,2
0,5,24,1
0,4,24,0
15,11,24,2
3,10,24,9
1,49,24,0
0,30,24,0
4,15,24,1
3,6,24,2
0,66,24,0
0,8,24,0
3,14,24,1
4,6,24,5
0,0,24,1
0,42,24,0
0,45,24,0
1,27,24,1
0,34,24,0
0,71,24,0
0,45,24,0
3,24,24,0
0,38,24,0
0,33,24,0
1,28,24,0
0,16,24,0
1,21,24,0
0,35,24,0
5,21,24,0
1,17,24,4
1,28,24,0
1,11,24,0
0,2,24,0
2,26,24,0
5,26,24,0
6,10,24,0
8,24,24,0
0,30,24,1
2,34,24,0
0,62,24,0
18,34,24,1
21,16,24,5
1,29,24,0
47,45,24,23
9,72,24,3
154,15,24,33
212,16,24,54
327,21,24,72
95,17,24,21
18,57,24,1
376,18,24,69
11,70,24,2
3,52,24,2
3,63,24,1
56,19,24,5
78,41,24,38
26,38,24,12
15,51,9,5
60,12,24,7
436,1,24,508
87,5,24,44
39,44,7,10
211,15,18,43
238,21,6,21
0,40,24,1
4,2,24,0
0,58,24,2
1,5,24,0
1,26,24,0
3,37,24,1
0,70,24,0
2,42,24,0
0,72,24,0
0,71,24,0
0,64,24,0
3,42,24,1
4,25,24,2
1,55,24,0
1,38,24,4
2,48,24,1
1,56,24,0
0,26,24,0
4,18,24,0
0,29,24,0
4,16,24,0
0,57,24,0
5,15,24,0
0,68,24,0
7,42,24,0
24,7,24,26
63,24,24,4
59,13,24,8
1,32,24,0
1,54,24,2
3,16,24,0
1,50,24,0
45,19,24,3
0,39,24,0
5,22,24,0
19,29,24,0
2,42,24,0
0,56,24,0
65,23,24,3
5,2,24,3
1,51,24,0
2,37,24,1
3,59,24,0
4,44,24,0
41,6,24,15
43,25,24,3
44,11,24,21
9,38,24,2
9,5,24,13
2,50,24,1
14,22,24,0
1,52,24,0
13,12,24,6
9,15,24,1
4,49,24,1
5,43,24,0
0,66,24,0
0,49,24,0
0,45,24,0
3,14,24,0
46,22,24,6
0,51,24,0
5,14,24,1
12,39,24,3
0,51,24,0
1,33,24,0
1,70,24,0
0,69,24,0
1,72,24,0
53,15,24,9
1,56,24,0
0,48,24,0
0,47,24,0
6,33,24,1
1,71,24,0
1,56,24,0
0,63,24,0
25,3,24,34
10,15,24,3
28,19,24,6
1,64,24,0
5,14,24,2
6,13,24,5
0,69,24,0
58,23,24,5
1,67,24,0
8,43,24,0
8,29,24,1
1,24,24,1
1,26,24,0
1,3,24,4
4,27,24,0
33,3,24,33
2,60,24,1
61,20,24,8
11,43,24,1
1,69,24,0
0,46,24,0
0,42,24,0
1,7,24,1
6,29,24,0
0,1,24,12
2,53,24,0
1,71,24,0
9,7,24,10
2,53,24,0
0,0,24,30
9,24,24,3
4,25,24,0
5,35,24,0
0,53,24,1
9,34,24,1
1,15,24,1
9,37,24,0
1,9,24,0
6,15,24,7
2,26,24,0
17,1,24,58
0,49,24,0
2,8,24,7
0,0,24,32
0,71,24,0
13,25,24,1
0,72,24,0
4,51,24,0
0,49,24,0
0,70,24,0
12,34,24,2
0,72,24,0
0,48,24,0
33,27,24,3
40,25,24,7
2,56,24,0
2,32,24,2
0,0,24,10
0,63,24,0
0,71,24,0
2,45,24,2
22,14,24,9
1,65,24,0
1,43,24,0
3,20,24,1
1,1,24,6
0,58,24,0
0,50,24,0
9,8,24,15
6,61,24,1
4,22,24,0
26,34,24,3
18,63,24,4
3,52,24,0
0,66,24,0
0,3,24,3
16,42,24,3
0,65,24,0
0,41,24,0
0,42,24,1
0,56,24,0
3,57,24,0
2,10,24,3
73,24,24,8
1,46,24,0
0,0,24,2
1,3,24,2
0,68,24,0
1,55,24,0
3,26,24,2
2,12,24,2
16,37,24,2
55,7,24,19
15,40,24,2
2,54,24,0
0,61,24,0
1,38,24,0
4,16,24,1
1,5,24,2
5,27,24,1
77,18,24,5
0,35,24,2
0,49,24,1
0,3,24,0
10,17,24,0
0,27,24,0
3,72,24,1
0,21,24,1
0,70,24,0
0,65,24,0
1,21,24,4
0,5,24,1
88,23,24,4
0,1,24,6
130,12,24,87
6,60,24,0
64,16,24,18
3,56,24,1
3,36,24,0
8,27,24,0
2,43,24,0
1,20,24,0
1,36,24,0
1,14,24,2
31,29,24,4
12,6,24,10
26,32,24,6
3,29,24,0
4,57,24,0
2,17,24,1
0,52,24,0
0,50,24,1
1,4,24,4
1,10,24,0
0,38,24,0
2,53,24,1
3,56,24,1
1,71,24,0
0,46,24,0
4,29,24,1
0,19,24,0
0,61,24,0
4,59,24,0
6,51,24,1
4,15,24,0
1,46,24,0
20,15,24,4
0,56,24,0
0,64,24,0
1,13,24,0
10,10,24,6
11,30,24,1
13,37,24,1
0,70,24,1
56,21,24,10
3,65,24,1
2,63,24,0
40,30,24,8
0,37,24,0
0,49,24,0
1,6,24,4
1,40,24,0
18,17,24,2
25,35,24,3
2,55,4,0
83,23,24,10
5,12,24,5
1,38,21,0
42,36,23,15
12,36,17,3
1,19,24,0
0,6,24,0
0,3,24,0
0,8,24,0
1,7,24,0
0,36,24,0
0,18,24,0
1,40,24,0
1,55,24,0
0,21,24,0
0,28,24,0
6,43,24,5
8,15,24,0
1,46,24,0
0,54,24,0
0,49,24,1
3,8,24,1
9,22,24,0
0,0,24,10
3,36,24,0
17,21,24,0
1,42,24,0
1,31,24,1
0,31,24,0
0,40,24,0
1,31,24,0
0,16,24,0
5,14,24,1
0,70,24,0
0,68,24,0
0,26,24,0
0,68,24,0
0,71,24,0
0,49,24,0
0,27,24,0
0,3,24,4
0,56,24,0
0,37,24,0
0,48,24,0
7,5,24,1
3,14,24,1
0,67,24,0
0,44,24,0
5,22,24,1
0,27,24,0
0,31,24,0
7,20,24,0
1,11,24,0
9,18,24,2
1,45,24,0
3,63,24,0
0,55,24,0
0,55,24,0
0,18,24,1
5,12,24,1
0,63,24,0
1,19,24,1
0,65,24,0
4,7,24,1
0,69,24,0
1,53,24,0
3,36,24,3
0,18,24,0
1,3,24,3
1,13,24,1
0,66,24,0
3,26,24,0
0,72,24,0
0,36,24,0
0,48,24,0
0,57,24,0
1,42,24,0
0,70,24,0
0,35,24,0
1,37,24,0
0,55,24,0
0,67,24,0
1,67,24,0
0,13,24,0
0,38,24,1
4,33,24,0
0,27,24,0
2,39,24,1
2,24,24,0
0,48,24,0
0,1,24,2
3,7,24,0
1,5,24,5
1,66,24,0
0,56,24,1
1,47,24,1
0,71,24,0
1,28,24,0
0,71,24,0
1,33,24,0
2,8,24,2
0,40,24,0
0,70,24,0
0,60,24,0
0,56,24,0
6,54,24,0
0,59,24,0
4,6,24,4
33,38,24,6
6,9,24,5
4,11,24,0
4,34,24,0
1,72,24,0
4,66,24,0
17,10,24,9
3,5,24,0
18,13,24,10
12,10,24,12
9,51,24,1
56,3,24,66
16,37,24,0
78,19,14,15
24,18,15,6
122,14,19,17
78,21,9,6
0,8,24,0
0,58,24,0
0,25,24,0
1,2,24,0
0,6,24,0
1,7,24,0
0,8,24,0
0,17,24,1
5,17,24,0
0,57,24,0
7,21,24,2
1,29,24,0
0,55,24,0
8,6,24,1
6,29,24,2
0,47,24,0
2,7,24,2
0,59,24,0
14,51,24,3
3,33,24,0
0,55,24,0
4,25,24,0
2,71,24,1
14,14,24,2
5,38,24,0
26,52,24,7
6,33,24,0
10,28,24,2
36,15,24,2
5,43,24,1
21,19,24,5
6,31,24,0
0,41,24,0
16,14,24,3
0,47,24,0
7,17,24,2
1,70,24,2
22,6,24,9
1,50,24,0
0,58,24,0
5,18,24,1
5,40,24,0
2,8,24,1
16,1,24,8
0,52,24,0
1,30,24,0
5,29,24,0
4,28,24,0
2,49,24,0
0,50,24,0
19,7,24,6
2,70,24,0
3,2,24,2
0,50,24,0
9,27,24,0
0,53,24,0
17,26,24,5
14,10,24,2
4,4,24,2
20,9,24,4
0,46,24,0
1,35,24,1
5,1,24,4
10,30,24,0
21,13,24,1
14,28,24,2
0,64,24,0
32,10,24,8
13,3,24,12
10,34,24,0
8,45,24,0
20,13,24,2
9,16,24,0
4,39,24,0
9,1,24,29
0,72,24,0
25,22,24,1
31,29,24,2
30,23,24,1
2,48,24,0
27,15,24,4
19,13,24,4
24,17,24,0
0,68,24,0
0,35,24,0
6,6,24,3
8,34,24,0
2,65,24,0
1,44,24,4
19,21,24,0
12,10,24,3
44,6,24,7
0,0,24,21
23,23,24,0
2,35,24,0
3,20,24,0
11,31,24,1
44,2,24,11
14,30,24,1
26,12,24,3
29,24,24,1
26,7,24,11
0,40,24,0
2,51,24,0
29,18,24,0
24,7,24,12
4,53,24,0
3,30,24,3
2,26,24,0
21,27,24,4
0,72,24,0
2,55,24,1
22,13,24,15
1,72,24,0
0,45,24,1
0,66,24,0
23,20,24,3
23,19,24,1
6,37,12,3
0,50,24,0
0,43,24,0
1,12,24,0
0,48,24,0
1,34,24,0
0,24,24,0
0,0,24,0
0,60,24,0
0,7,24,0
0,71,24,0
2,13,24,0
3,1,24,2
0,11,24,0
3,24,24,0
0,27,24,0
0,4,24,0
0,49,24,0
0,14,24,0
0,1,24,0
0,0,24,2
0,58,24,0
0,60,24,0
0,52,24,0
0,0,24,1
0,46,24,0
0,68,24,0
0,30,24,0
0,14,24,0
0,18,24,0
0,44,24,0
0,44,24,0
1,61,24,0
0,27,24,0
0,21,24,0
0,68,24,0
0,31,24,0
1,22,24,0
0,44,24,0
0,55,24,0
0,70,24,0
0,56,24,0
0,43,24,1
0,59,24,0
1,39,24,0
0,20,24,0
1,42,24,0
0,56,24,0
0,36,24,0
0,65,24,0
3,2,24,0
0,71,24,0
0,56,24,1
0,70,24,0
0,3,24,1
1,21,24,0
0,15,24,0
0,17,24,0
0,48,24,0
0,0,24,0
0,11,24,0
0,15,24,0
0,28,24,0
0,65,24,0
1,30,24,0
0,67,24,0
0,63,24,0
0,39,24,0
2,26,24,0
1,34,24,0
0,9,24,0
0,57,24,0
6,16,24,1
1,42,24,0
0,16,24,0
7,36,24,1
1,55,24,0
3,9,24,1
1,48,24,0
2,44,24,0
5,17,24,1
1,15,24,0
1,42,24,2
7,31,24,4
0,43,24,0
2,15,24,0
7,14,24,3
1,57,24,0
0,52,24,0
1,36,24,0
2,50,24,0
3,30,24,0
0,67,24,0
9,6,24,54
3,27,24,0
2,3,24,2
0,44,24,0
0,59,24,0
0,37,24,0
0,46,24,0
32,9,24,6
11,6,24,5
5,6,24,0
9,16,24,3
7,7,24,2
265,6,24,90
29,29,24,3
4,34,24,0
10,38,24,3
4,7,24,0
85,22,24,4
63,1,24,81
45,6,24,5
3,36,24,0
3,32,24,1
9,39,24,1
4,31,24,0
0,58,24,0
1,70,24,0
0,64,24,0
83,17,24,9
0,63,24,0
0,66,24,0
0,32,24,0
3,30,24,2
0,56,24,0
11,28,24,0
0,61,24,0
3,41,24,1
8,4,24,3
0,39,24,1
1,57,24,0
3,67,24,0
1,70,24,0
4,33,24,0
7,26,24,2
2,36,24,1
8,11,24,4
1,62,24,0
0,54,24,0
10,16,24,2
5,2,24,3
0,57,24,0
8,21,24,2
0,68,24,0
0,55,24,0
47,11,24,12
13,43,24,0
3,36,24,1
2,43,24,1
1,43,24,0
17,29,24,1
2,1,24,2
0,64,24,0
0,45,24,0
1,36,24,0
1,42,24,0
4,36,24,0
0,61,24,0
68,28,24,23
32,13,24,6
1,37,24,0
3,45,24,3
1,60,24,0
0,42,24,0
14,36,24,9
5,2,24,3
27,5,24,12
1,70,24,0
39,24,24,4
4,31,24,0
5,51,24,1
15,23,24,2
14,2,24,6
1,47,24,0
27,13,24,2
4,39,17,0
1,37,24,1
0,51,24,0
5,29,24,0
0,40,24,0
0,1,24,1
1,3,24,0
1,36,24,0
2,68,24,0
1,37,24,0
2,32,24,0
1,4,24,2
3,12,24,1
0,58,24,0
0,42,24,0
0,53,24,0
1,12,24,1
9,23,24,1
1,29,24,0
2,40,24,1
0,63,24,0
0,48,24,0
0,60,24,0
1,36,24,0
10,29,24,4
1,30,24,1
3,9,24,2
0,52,24,0
2,23,24,0
1,44,24,0
3,37,24,3
6,11,24,0
0,36,24,0
1,36,24,0
3,9,24,1
103,17,24,49
5,23,24,1
3,13,24,0
0,37,24,0
0,41,24,0
2,24,24,0
0,62,24,0
0,47,24,0
0,48,24,0
0,50,24,0
0,55,24,0
0,62,24,0
0,58,24,0
0,27,24,0
1,55,24,0
3,22,24,0
0,46,24,0
4,9,24,7
1,27,24,0
0,44,24,0
0,0,24,4
0,62,24,0
4,20,24,0
1,41,24,0
1,15,24,0
2,64,24,1
5,4,24,5
2,23,24,1
0,43,24,0
7,1,24,2
0,38,24,0
2,35,24,0
0,53,24,0
5,12,24,0
1,29,24,0
3,6,24,2
4,19,24,0
2,1,24,6
2,7,24,1
2,42,24,0
0,67,24,0
0,57,24,0
0,37,24,0
0,44,24,0
0,33,24,0
1,19,24,1
11,12,24,0
0,36,24,0
1,46,24,0
0,1,24,0
0,56,24,0
0,44,24,0
3,29,24,0
0,39,20,0
0,57,1,0
2,31,24,1
1,39,9,0
4,5,24,5
0,5,24,0
0,51,24,0
0,59,24,0
0,20,24,0
0,48,24,0
0,6,24,0
0,20,24,0
0,9,24,0
14,57,24,2
3,57,24,3
12,63,24,7
69,34,24,8
6,55,24,7
84,36,24,13
8,66,24,6
21,47,24,4
161,2,24,195
74,5,24,202
0,67,24,3
9,70,24,0
47,36,24,12
2,55,24,2
123,18,24,15
30,51,24,7
161,5,24,110
33,42,24,10
243,24,24,31
12,61,24,2
96,9,24,27
4,72,24,1
2,69,24,5
65,46,24,8
38,43,24,9
24,46,24,7
90,15,24,11
39,37,24,4
26,43,24,7
14,63,24,8
149,36,24,13
0,0,24,342
180,18,24,35
7,51,24,3
1,62,24,0
11,23,24,4
58,8,24,41
85,35,24,24
4,54,24,0
4,61,24,3
85,1,24,268
230,34,24,23
61,32,24,7
13,59,24,1
91,27,24,16
6,63,24,2
259,17,24,60
122,5,24,61
17,48,24,3
141,9,24,59
82,3,24,76
12,44,24,6
118,25,24,22
0,0,24,255
80,31,24,12
24,51,24,1
6,69,24,2
241,26,24,45
252,4,24,171
217,21,24,30
35,22,24,12
225,8,24,83
92,6,24,65
7,68,24,0
39,45,24,10
25,43,24,6
18,50,24,4
65,8,24,29
0,68,24,0
0,55,24,0
0,33,24,0
0,19,24,0
0,19,24,0
0,7,24,0
2,9,24,0
0,13,24,0
0,18,24,0
1,44,24,1
1,6,24,0
6,27,24,0
3,23,24,0
2,23,24,0
2,20,24,0
8,22,24,0
9,21,24,0
9,19,24,2
0,37,24,0
1,6,24,1
7,15,24,0
0,39,24,0
0,41,24,0
0,2,24,1
0,69,24,0
0,30,24,0
0,58,24,0
5,1,24,8
2,10,24,1
0,31,24,0
0,69,24,0
14,22,24,0
1,34,24,0
1,12,24,0
10,6,24,2
3,38,24,0
0,2,24,1
0,41,24,1
1,4,24,4
0,52,24,0
5,23,24,1
8,19,24,5
2,26,24,1
5,3,24,2
0,60,24,0
1,42,24,0
0,34,24,0
2,37,24,0
1,42,24,0
0,50,24,0
1,7,24,0
0,7,24,0
0,59,24,0
0,46,24,0
0,7,24,8
0,45,24,0
0,2,24,0
0,58,24,0
0,57,24,0
0,20,24,0
0,5,24,1
0,39,24,0
2,40,24,0
0,32,24,1
2,43,24,1
0,64,24,1
1,3,24,1
4,22,24,0
0,65,24,0
1,27,24,0
0,56,24,0
1,20,24,2
0,55,24,0
0,0,24,4
3,13,24,0
0,58,24,0
0,69,24,0
0,65,24,0
5,16,24,0
8,30,24,1
18,16,24,6
34,20,24,0
38,19,24,7
12,23,24,1
12,33,24,1
2,46,24,0
1,52,24,0
38,24,24,3
0,57,24,0
114,16,24,16
23,8,24,5
1,68,24,1
3,51,24,0
1,50,24,0
16,33,24,1
0,50,24,0
28,22,24,2
1,36,24,0
3,52,24,0
9,19,24,0
1,49,24,0
0,50,24,0
1,57,24,0
0,64,24,0
34,19,24,1
3,33,24,2
0,71,24,0
3,66,24,0
0,36,24,0
0,15,24,0
0,71,24,0
0,25,24,0
0,12,24,0
98,18,24,21
40,65,24,9
16,32,24,4
293,9,24,122
1,63,24,1
19,66,24,1
276,2,24,259
1,47,24,0
136,12,24,22
14,33,24,6
17,38,14,1
552,15,18,126
16,47,24,4
0,25,24,0
4,40,24,0
0,34,24,0
21,15,24,5
8,19,24,1
0,72,24,0
0,50,24,0
