comm24,baseTime,shares,output
27,8,3,1
0,59,1,0
1,43,29,0
5,33,18,1
3,56,20,0
1,68,98,0
149,16,232,20
1,54,12,0
32,2,23,26
5,4,3,1
0,62,14,0
1,57,104,0
35,7,2,5
20,15,5,0
1,55,2,0
1,46,13,2
273,18,309,30
3,43,83,1
48,16,39,12
27,36,341,5
26,18,45,3
5,52,68,0
29,18,72,3
9,4,2,4
39,10,12,2
3,68,55,0
17,14,2,2
7,30,35,3
0,51,2,0
4,29,3,1
3,2,1,2
0,40,11,0
0,58,1,0
26,3,44,10
14,4,1,3
37,17,14,1
0,52,1,0
8,28,23,0
11,6,13,9
0,63,2,0
61,12,50,9
1,43,18,2
0,40,2,0
59,1,26,49
0,0,5,49
17,14,3,4
1,66,58,0
2,72,16,1
78,2,19,38
124,9,67,9
4,44,525,0
24,20,17,0
0,68,27,0
244,13,246,32
10,47,53,0
0,0,22,35
2,52,17,0
0,63,21,0
3,31,38,4
1,33,4,0
9,37,614,0
3,34,66,0
57,13,63,12
0,56,23,0
14,24,4,1
0,63,17,0
93,19,3,11
45,29,134,5
2,63,15,0
0,60,12,0
9,34,33,0
474,11,88,1
1,67,1764,0
1,58,363,0
4,64,1193,1
337,22,577,15
2,69,329,0
36,11,44,1
19,18,18,2
11,31,45,1
2,49,49,1
7,31,14,2
5,41,52,1
10,26,3,1
9,35,42,3
0,51,1,0
12,9,5,0
13,6,16,4
8,17,11,0
2,55,15,0
0,62,17,0
1,55,3,0
4,40,3,3
14,3,4,11
3,35,2,0
26,6,29,16
0,56,211,0
66,24,13,4
0,56,5,0
33,8,42,10
6,30,16,0
0,33,2,0
1,58,20,0
5,26,1,0
168,8,39,13
17,4,4,2
0,71,21,0
42,15,14,2
47,17,79,4
120,21,155,9
21,20,19,1
67,6,3,3
5,30,13,0
0,47,14,0
46,7,51,13
1,58,22,0
0,69,2,0
5,34,24,2
1,63,56,0
30,3,18,17
15,4,1,8
10,48,261,3
0,29,3,1
0,61,13,1
0,30,2,0
27,7,3,5
1,13,3,0
1,70,39,0
3,36,2,1
7,31,19,1
34,16,31,5
7,15,1,1
1,49,1,0
0,67,12,0
1,53,2,0
0,66,13,0
2,51,57,1
0,40,2,0
56,7,12,1
0,0,2,144
1,56,2,0
32,7,2,3
3,44,2,1
0,72,2,0
9,7,15,4
1,66,305,0
2,31,52,0
10,1,32,13
1,42,19,0
2,43,15,3
4,36,19,1
3,52,14,0
19,12,11,2
0,72,27,0
19,3,39,10
1,45,11,0
0,46,1,0
0,68,3,0
3,46,18,1
128,14,38,12
42,21,17,2
66,12,17,1
225,5,45,56
3,39,18,0
0,56,4,0
29,22,4,1
8,6,2,4
1,55,31,0
78,23,52,0
13,33,2,3
1,64,24,0
31,12,18,4
4,21,13,1
2,31,1,0
166,22,277,8
0,0,17,52
13,7,15,4
61,20,41,3
69,30,223,17
26,10,2,2
6,29,14,0
4,11,2,0
4,4,3,1
23,5,2,12
0,58,24,0
1,51,157,0
7,8,42,0
0,2,51,1
14,10,140,1
4,32,63,0
0,70,32,0
11,10,108,0
3,29,12,0
2,64,149,0
3,33,90,1
1,50,371,0
0,57,48,0
0,49,25,0
12,9,56,3
17,3,111,18
1,10,21,1
15,14,56,3
29,20,169,5
10,9,190,4
13,11,98,1
23,17,99,2
0,46,56,0
13,19,133,0
13,4,141,1
5,2,150,8
4,9,73,4
1,29,38,0
1,58,61,0
3,29,138,0
0,53,13,0
0,66,91,0
20,24,257,6
1,61,108,0
0,4,19,0
1,71,253,0
0,62,39,0
1,43,86,0
0,0,2,1
0,72,31,0
0,4,2,0
0,51,346,1
3,36,178,0
0,69,38,0
0,50,18,0
18,20,170,3
5,1,139,14
0,49,72,0
1,38,67,0
25,6,553,49
5,28,2,1
4,15,78,2
8,44,443,2
0,35,35,0
10,22,134,1
2,38,14,0
2,53,253,0
3,46,168,2
12,24,50,1
5,9,73,2
0,60,15,0
0,72,115,0
0,61,110,0
4,51,95,0
3,31,64,0
5,16,24,4
2,15,48,0
0,23,15,0
0,49,249,1
8,20,96,2
2,32,99,0
2,41,12,0
2,8,30,0
1,31,78,1
1,50,85,0
1,28,18,0
0,2,18,1
0,50,34,0
1,39,4,0
0,67,30,0
2,47,142,0
6,13,49,1
9,31,95,1
0,68,30,0
19,26,261,4
0,56,15,0
0,35,141,0
8,3,102,5
9,30,179,1
12,26,38,0
0,64,68,0
7,7,79,1
0,61,4,0
1,27,32,1
19,21,107,2
16,13,179,2
3,25,19,0
7,30,171,0
31,2,381,41
1,25,45,0
0,41,56,0
27,14,236,5
2,19,86,0
9,6,82,4
1,2,42,3
3,35,112,0
0,46,49,0
11,27,85,0
1,42,64,0
0,54,135,0
12,7,61,3
1,63,114,0
0,56,308,0
4,25,28,0
1,34,121,0
2,32,81,0
0,34,27,0
7,5,47,4
2,34,70,0
0,36,90,0
1,49,102,0
0,33,52,0
2,7,52,3
0,32,30,0
0,49,21,0
4,15,136,0
12,22,113,0
32,2,411,48
0,35,39,0
0,0,23,5
0,25,30,0
5,25,35,0
0,0,222,17
7,14,25,0
0,30,30,0
0,27,11,0
3,1,64,13
6,20,53,0
0,0,20,3
10,17,32,0
5,26,93,1
0,65,127,0
15,2,223,20
3,2,39,1
7,21,93,1
3,49,53,3
20,20,101,4
7,32,148,6
2,23,19,0
7,16,105,0
6,4,103,0
1,42,271,0
6,17,29,0
19,20,145,2
6,19,35,0
7,8,78,0
0,49,19,0
3,13,16,0
8,16,57,0
12,20,127,0
0,52,100,0
0,48,55,0
2,25,42,0
18,23,78,2
0,28,82,0
1,36,94,1
0,36,105,0
3,15,33,0
13,22,104,0
0,33,32,0
0,29,61,1
3,10,41,0
2,34,78,0
0,39,153,0
1,39,60,0
5,8,40,1
18,11,126,4
27,11,206,8
9,28,106,0
0,0,1,5
0,65,1,0
10,47,24,10
33,51,44,8
61,16,3,9
139,37,958,54
73,8,4,11
18,68,446,2
6,68,24,2
49,23,2,1
60,31,108,19
87,38,77,24
426,15,552,66
78,23,116,18
1,44,4,0
51,22,56,4
1,69,13,0
28,5,35,17
14,60,50,2
427,19,106,45
35,33,31,5
15,60,126,5
82,4,92,48
349,22,98,42
17,42,64,4
575,12,245,221
46,21,36,5
33,41,287,2
22,57,199,3
69,1,120,187
10,32,16,1
61,1,11,33
11,44,2,0
0,71,80,0
1,66,78,2
47,49,190,7
218,1,160,426
56,15,66,9
17,44,32,0
549,10,168,128
0,55,26,0
14,41,62,4
99,36,118,5
2,71,65,1
12,30,14,0
466,17,137,92
572,18,146,104
6,72,73,2
377,18,120,67
412,23,114,59
57,45,114,29
61,16,13,14
22,56,75,3
203,9,44,78
6,54,33,0
32,65,85,9
26,5,73,29
54,26,161,6
80,52,165,15
13,47,104,4
14,30,83,1
105,39,155,43
144,38,136,48
8,67,227,0
26,10,40,11
8,47,94,3
787,18,204,212
211,18,28,22
42,8,55,6
250,18,32,24
31,52,50,3
31,25,40,2
0,54,13,0
0,58,4,0
0,55,4,0
0,65,1,0
0,53,17,0
0,43,2,0
0,52,4,0
3,25,15,0
0,66,24,0
0,63,21,0
5,7,17,1
13,17,1,1
2,4,1,1
2,44,43,0
0,69,2,0
1,63,25,0
0,47,34,3
0,64,12,0
10,22,36,0
11,21,39,0
3,19,20,2
11,20,1,3
1,69,17,0
2,26,37,0
2,21,4,0
0,47,6,0
0,54,45,0
0,36,38,0
0,64,21,0
0,72,46,0
7,14,16,0
0,33,4,0
2,10,2,0
11,9,2,1
0,51,1,0
3,24,13,0
2,9,5,0
5,27,75,0
1,48,36,0
8,23,6,0
8,20,60,3
0,40,20,0
6,29,26,3
0,68,47,0
12,13,15,2
4,67,3,0
0,69,5,0
1,14,1,1
5,27,105,1
9,2,5,4
4,8,27,1
3,28,31,1
0,36,1,0
36,5,190,20
0,61,2,0
3,3,22,4
0,46,15,0
4,8,19,0
0,0,11,1
0,29,3,0
3,42,1,0
0,60,3,0
0,62,5,0
0,45,3,0
5,27,38,0
0,65,11,0
0,48,28,0
0,48,25,0
5,29,3,1
0,63,36,1
23,25,31,1
0,68,6,0
2,52,72,0
2,30,6,0
0,40,1,1
5,14,24,0
0,54,27,0
0,63,17,2
0,2,1,0
0,65,1,0
1,42,1,1
0,27,2,0
0,71,1,0
1,23,6,0
0,1,1,0
0,33,5,3
0,61,6,0
0,43,1,0
0,62,1,0
0,53,2,0
0,2,5,1
0,8,1,0
4,10,2,0
0,69,2,0
0,66,5,0
0,33,1,0
6,21,5,0
0,23,1,0
0,54,1,0
0,40,5,0
0,72,3,0
0,70,3,0
1,47,1,1
0,31,3,0
0,64,1,0
0,58,1,0
1,30,1,0
0,43,3,0
1,2,1,0
1,24,1,0
3,30,2,0
0,51,1,1
0,25,1,0
51,34,1280,15
13,43,772,4
7,72,2263,2
341,23,4774,84
370,8,5835,274
68,22,245,15
19,53,1039,2
96,19,836,9
3,67,14,0
47,26,311,5
6,38,23,1
71,15,234,19
23,35,436,3
9,67,3178,3
4,39,52,0
0,61,12,0
133,22,13,16
56,4,1927,94
0,70,1,1
53,6,644,24
0,61,20,0
149,14,1807,55
41,48,2469,7
57,28,1012,8
9,60,435,1
136,45,4639,23
69,3,928,114
11,6,18,13
6,37,30,0
57,45,4015,17
48,2,953,51
138,9,2010,56
1,61,1,2
5,61,670,1
13,4,2,10
8,61,1662,2
11,51,1172,1
16,42,1237,2
75,60,7808,11
9,37,3,2
12,30,371,5
15,32,31,1
84,3,1324,64
23,28,216,3
5,57,11,1
66,37,3143,20
0,67,2,0
16,54,2483,2
87,39,2698,27
257,9,5384,154
4,43,38,0
18,68,26,4
42,61,2511,1
11,68,1140,3
21,52,1636,2
0,52,34,0
19,4,352,25
6,45,69,0
27,53,1288,4
195,14,2114,85
50,19,342,13
2,71,15,1
2079,15,231,73
32,51,1553,3
110,12,1288,45
16,23,4,4
11,29,32,1
121,24,1006,15
17,55,2099,4
44,46,1811,4
8,50,404,3
110,46,51,21
105,3,658,110
680,17,34,28
13,45,1020,6
3,49,205,8
27,60,2044,1
10,59,699,0
25,34,17,8
15,39,586,7
21,50,1339,6
38,36,1,15
131,24,576,13
30,31,469,7
135,36,1633,34
7,53,24,0
6,55,484,0
123,15,895,41
393,21,2593,169
26,53,1161,1
128,15,499,22
95,25,13,6
23,48,1485,4
123,18,1181,18
26,36,520,4
75,15,295,15
18,32,157,1
62,8,576,27
0,64,1,0
0,43,1,0
0,2,1,0
0,66,1,0
0,40,1,0
2,17,1,1
0,54,1,0
0,31,1,0
0,23,1,0
0,51,1,0
0,49,1,0
0,6,1,0
0,53,1,0
0,26,1,0
0,55,1,0
0,19,1,0
0,53,1,0
0,7,1,0
0,17,1,0
0,62,1,0
0,46,1,0
0,48,1,0
0,4,1,0
0,23,1,0
0,13,1,0
0,56,1,1
0,5,3,0
0,45,1,0
0,55,1,0
3,29,1,0
0,38,1,1
0,27,1,0
0,19,1,0
0,31,1,0
0,68,1,0
0,30,2,0
0,26,1,0
0,1,2,0
0,62,1,0
0,58,2,0
0,17,3,0
0,62,1,0
0,26,1,0
0,42,1,0
0,3,1,0
0,34,1,0
0,32,1,0
0,3,1,0
0,65,1,0
0,62,1,0
0,30,1,0
1,9,1,0
0,17,2,0
0,45,1,0
10,28,18,3
14,31,2,7
5,37,5,0
3,63,1,0
1,68,2,0
65,2,1,57
15,40,11,3
9,47,5,6
68,22,3,9
6,40,1,1
8,41,2,2
4,65,3,1
135,22,4,13
55,5,11,16
103,18,14,14
6,37,4,1
9,48,3,1
32,30,3,6
2,69,7,0
20,31,3,9
78,23,11,4
43,18,1,5
18,28,28,2
35,9,1,1
15,37,3,5
10,42,11,4
27,1,3,30
7,23,11,2
0,54,2,0
0,39,1,0
0,14,1,0
0,40,1,0
0,8,1,0
0,3,1,2
0,54,1,0
0,59,1,0
0,47,1,0
1,50,1,0
3,12,1,0
0,37,1,2
0,59,2,0
1,8,2,0
1,30,1,0
0,52,1,0
0,32,1,0
1,27,2,1
0,27,1,0
0,5,2,1
3,12,1,2
4,62,3,0
1,19,1,0
4,56,1,0
6,32,5,0
1,55,4,2
3,21,1,1
0,3,1,0
2,17,2,0
0,26,1,0
0,41,2,0
1,70,1,0
0,14,3,0
0,26,1,0
0,20,4,0
0,57,2,0
280,34,228,59
27,70,57,7
18,1,51,37
0,44,3,0
0,0,3,5
0,64,216,0
3,14,2,0
1,11,3,1
0,49,4,0
1,51,21,0
0,65,1,0
0,0,3,0
13,22,4,2
3,11,3,8
0,62,2,0
2,9,3,0
14,6,18,21
2,11,1,0
2,36,1,0
2,2,1,4
0,68,2,0
0,36,1,0
0,39,1,0
0,67,1,0
0,42,2,0
0,37,4,0
0,69,1,0
0,39,11,0
11,27,3,2
2,21,1,0
2,41,11,0
1,68,1,0
0,20,1,0
0,2,1,0
0,43,1,0
3,9,3,0
0,29,1,0
2,15,3,1
0,40,2,0
0,65,3,0
1,21,1,0
20,31,18,4
1,31,4,0
2,18,2,0
0,3,3,1
0,55,12,0
0,7,2,1
0,46,2,0
3,15,2,0
7,71,1,3
3,11,11,0
2,20,2,0
0,32,2,0
0,61,1,0
0,72,15,0
0,63,1,0
0,40,1,0
1,14,4,1
0,67,1,0
2,47,1,0
1,10,3,0
0,46,1,0
1,66,2,0
0,40,1,0
1,27,5,0
2,22,1,0
3,24,3,0
32,14,31,18
0,3,1,0
1,62,1,0
0,36,1,0
2,65,2,2
0,56,11,0
2,10,1,0
13,9,13,5
0,37,2,0
1,54,25,0
6,23,5,4
17,21,6,7
1,66,19,1
0,63,32,0
0,71,1,0
13,43,1,1
0,55,1,0
1,22,2,0
72,33,2,44
1,43,1,0
10,22,3,1
3,42,5,1
6,33,2,0
0,58,1,0
1,20,2,1
0,41,1,0
0,58,2,0
1,37,13,0
0,67,13,0
2,22,2,0
1,48,2,0
0,62,2,0
0,5,1,0
7,24,4,1
1,10,2,1
0,60,2,0
3,5,3,2
2,13,1,0
0,0,2,4
3,11,2,0
0,65,6,0
0,30,1,0
1,34,1,0
8,13,2,2
0,38,3,0
0,53,3,0
2,30,2,0
0,12,4,1
5,27,4,1
4,13,1,5
0,0,2,1
0,58,1,0
0,71,1,0
0,70,3,0
3,3,10,2
1,4,1,0
0,56,11,0
0,68,12,0
5,4,5,6
0,65,56,0
93,17,2,29
0,10,1,0
0,37,2,1
5,41,2,1
1,3,1,7
1,44,2,0
2,25,3,0
4,21,2,0
3,23,2,0
3,70,34,2
1,24,1,1
4,41,1,1
0,15,1,0
12,21,6,4
2,8,12,0
3,5,4,3
0,44,2,0
0,63,1,0
1,5,2,0
0,34,1,0
0,37,6,1
0,59,17,0
6,8,5,2
3,8,3,1
2,18,1,0
0,36,2,0
0,24,1,1
0,22,1,0
0,52,1,0
0,18,1,0
0,35,1,0
0,71,1,0
0,66,12,0
2,52,261,1
1,57,1,1
7,11,19,1
15,25,7,0
0,2,2,3
1,50,71,0
28,23,46,3
1,67,204,1
0,52,12,0
6,47,185,0
67,17,18,5
2,1,2,4
5,18,15,2
8,37,3,1
19,5,15,5
6,23,1,0
1,71,18,0
3,27,18,0
0,65,22,0
23,4,183,40
75,7,203,72
7,33,75,0
0,66,29,0
1,59,164,0
57,22,11,7
4,41,115,0
9,18,12,3
0,67,128,0
0,54,5,0
50,10,554,18
13,35,2,1
30,20,83,3
131,2,20,134
28,17,41,6
59,13,129,10
65,21,97,5
1,61,137,0
3,49,43,0
0,72,6,0
35,16,7,4
39,8,29,12
0,71,13,0
39,7,167,13
1,57,9,0
6,45,76,3
4,52,4,0
2,51,47,0
4,42,131,2
0,71,4,1
3,56,70,0
32,35,172,6
5,45,52,0
19,33,24,11
28,15,45,4
6,36,45,2
68,9,330,47
1,69,42,0
82,18,303,36
32,13,30,4
0,63,27,0
4,62,63,1
4,50,93,1
8,43,23,0
27,28,61,10
0,61,4,0
1,66,29,0
8,9,27,4
0,52,6,0
5,53,7,1
6,41,32,2
91,15,82,9
0,41,15,0
17,13,16,4
6,36,12,0
0,48,5,0
18,25,136,2
16,15,1,0
20,7,33,8
21,41,13,9
33,7,23,8
100,54,76,7
14,26,79,4
11,63,156,3
45,10,409,26
38,21,3,2
0,53,20,0
14,36,55,3
15,65,60,4
5,53,51,0
8,64,452,3
9,36,9,1
8,14,5,0
7,19,2,0
0,70,109,0
0,54,30,0
26,9,260,6
3,35,3,4
9,38,362,2
0,30,4,0
1,42,6,1
0,41,1,0
0,20,1,0
1,14,16,0
1,33,1,1
0,50,12,1
7,19,12,0
0,51,5,0
0,47,12,0
0,33,3,0
0,20,20,0
0,27,2,0
0,43,4,0
0,11,2,0
0,59,2,0
0,48,1,0
0,43,6,0
0,65,2,0
0,31,1,0
0,27,1,0
6,7,1,1
0,25,1,0
0,64,8,0
0,44,6,0
0,46,1,0
0,25,1,0
3,5,1,0
4,20,1,0
0,51,1,0
0,58,67,0
0,42,2,0
0,65,2,0
0,63,81,0
44,23,95,3
37,20,106,7
24,9,39,8
10,3,104,2
0,68,53,1
8,27,66,1
17,20,55,2
1,51,59,0
48,2,73,23
33,7,201,26
33,20,72,0
32,20,65,4
16,29,68,0
12,33,29,1
0,72,124,0
16,2,26,13
8,35,54,1
1,70,45,0
23,21,20,1
0,50,91,0
0,50,30,0
0,59,25,0
2,1,29,8
0,0,21,10
0,54,126,1
2,38,27,1
1,54,72,0
23,3,47,9
0,68,19,0
13,23,30,0
1,56,72,1
2,58,53,1
19,18,90,5
7,2,30,8
11,13,57,2
0,53,34,0
0,50,37,0
16,14,48,3
0,70,55,2
1,54,66,0
13,39,86,2
23,10,116,19
62,24,213,3
1,47,140,1
5,33,91,0
3,49,111,1
27,18,79,0
0,65,34,0
7,35,54,0
1,50,116,1
46,15,85,3
36,20,160,7
0,70,82,0
1,58,69,0
0,54,177,0
8,45,111,1
53,19,87,9
0,57,113,2
1,47,100,0
0,63,134,0
2,42,274,1
4,43,224,0
0,67,61,0
21,11,30,3
7,28,143,1
8,29,92,1
3,47,33,0
46,12,96,21
3,31,3,1
35,1,22,11
62,24,77,3
0,58,160,0
7,38,347,0
63,14,183,9
58,20,163,10
9,28,99,0
0,68,60,0
4,41,95,1
61,13,93,26
1,34,32,2
35,10,114,11
25,17,48,9
35,11,32,12
63,23,62,12
17,2,142,23
34,15,67,3
4,61,207,1
0,61,106,8
0,0,28,22
2,71,49,0
4,61,78,2
1,51,100,0
36,11,36,9
8,27,95,0
3,48,41,2
1,68,233,1
19,9,131,13
4,39,56,0
26,33,120,5
8,28,77,2
4,56,67,0
2,61,67,1
2,48,66,1
48,19,130,6
5,53,15,0
11,12,148,9
6,39,42,3
5,51,53,1
11,3,141,22
3,57,126,2
11,13,31,3
2,54,57,0
15,22,35,2
7,36,22,1
17,62,33,0
24,23,59,1
1,70,11,1
4,49,25,2
15,19,23,2
2,52,34,1
29,23,154,2
12,22,7,0
166,48,387,82
376,22,60,85
221,3,469,112
198,22,335,41
54,64,200,20
34,24,3,1
8,19,4,0
3,64,3,0
21,61,58,7
13,19,145,4
9,18,32,2
0,30,1,0
1,71,13,0
2,1,1,8
2,44,13,1
29,15,1,2
1,38,5,1
3,57,117,3
1,69,2,0
0,53,2,1
2,60,19,0
10,26,22,7
10,34,1,4
0,54,2,0
36,38,178,23
6,31,1,2
1,70,31,0
16,15,12,6
68,21,1,16
24,6,2,3
4,36,4,2
14,70,288,4
84,32,811,63
31,15,3,3
3,2,2,4
0,63,1,0
0,58,2,0
4,58,1,0
3,9,11,2
12,29,1,3
18,20,14,2
23,14,3,6
17,17,17,0
0,41,2,0
16,14,2,7
32,17,1,3
0,0,398,231
0,0,354,313
134,3,210,195
30,38,1,2
193,18,11,22
0,63,19,0
3,49,42,1
5,67,1,2
119,12,2,33
13,8,18,5
0,0,2,115
58,18,2,8
9,29,1,0
5,48,18,0
162,14,521,71
2,63,14,0
26,38,18,4
86,22,36,9
100,6,128,29
2,49,28,2
5,71,95,7
1,67,12,2
0,62,17,0
166,33,11,10
44,1,2,42
210,19,11,24
1,55,3,0
2,72,6,0
354,13,16,77
6,1,42,7
0,61,16,0
29,14,1,4
144,23,3,7
18,30,6,2
4,34,15,5
2,38,15,0
3,55,55,0
124,22,14,7
3,25,2,1
0,38,2,0
2,31,1,0
0,14,2,1
1,1,1,0
1,64,52,0
0,12,1,0
0,35,1,0
0,39,1,0
0,52,1,0
5,23,2,0
0,63,1,0
1,69,2,0
0,53,3,0
0,49,1,0
0,36,12,0
0,64,1,0
0,58,1,0
0,70,1,0
2,35,2,0
3,13,1,0
6,8,4,3
0,5,1,0
0,46,3,0
5,26,1,1
0,35,1,0
0,39,1,0
8,24,2,0
0,70,1,0
2,27,2,0
0,42,3,0
4,14,1,0
1,54,1,0
0,36,1,0
0,50,2,0
0,70,1,0
0,59,1,0
15,17,2,2
15,20,1,1
3,42,2,0
0,52,1,0
0,60,1,0
11,4,1,8
0,50,2,0
4,2,1,3
0,44,3,0
11,6,5,7
1,55,23,2
5,39,2,1
7,39,11,2
4,39,1,0
3,4,1,10
11,4,1,12
16,5,1,9
7,12,2,1
19,5,2,18
2,39,1,0
5,21,1,1
0,65,1,0
0,55,1,0
0,38,1,0
1,6,15,0
0,26,1,0
0,56,1,0
0,50,3,0
0,35,3,0
0,56,11,0
0,71,1,0
0,67,1,0
0,42,2,0
0,53,2,0
0,42,5,0
0,8,2,0
0,14,2,0
0,16,3,1
0,5,3,0
0,25,1,0
1,23,11,0
0,48,1,0
7,20,19,0
0,72,1,0
0,56,3,0
0,12,1,0
0,15,1,0
1,29,53,0
2,7,1,1
0,70,1,0
0,60,2,0
1,35,1,0
0,0,1,0
0,42,2,1
7,14,5,0
4,10,23,1
0,64,1,0
0,57,2,0
2,61,38,0
0,50,2,0
1,47,3,0
8,20,5,0
0,57,1,0
12,24,27,1
0,27,16,1
0,41,2,0
6,18,15,1
0,34,4,1
0,0,14,4
0,33,1,0
14,7,17,7
0,38,3,1
2,39,58,0
7,5,62,17
3,39,33,1
0,59,2,0
4,28,26,0
12,36,3,4
1,68,15,0
1,33,23,0
16,7,13,0
3,29,2,0
0,63,16,2
5,15,1,0
0,53,1,0
2,54,20,1
13,14,4,1
0,46,14,0
9,12,1,0
4,34,1,0
0,64,11,0
0,68,1,0
6,19,16,1
12,7,20,3
3,40,2,2
0,53,21,0
19,19,13,2
18,18,17,3
1,13,1,0
6,34,26,0
13,11,14,2
5,50,18,1
15,22,4,0
2,57,3,1
1,51,27,0
17,5,28,6
0,52,1,0
7,13,14,0
1,52,1,0
15,7,1,1
1,61,56,1
0,72,2,0
0,62,4,0
1,26,1,0
4,31,2,0
11,23,3,1
2,13,1,1
0,51,2,0
18,19,1,1
3,44,3,0
0,56,12,0
0,62,2,0
7,1,4,30
0,50,2,0
1,31,3,0
4,16,22,1
8,1,1,2
19,9,2,5
1,34,19,0
21,18,1,0
0,56,4,0
3,47,3,0
20,13,11,5
0,40,1,0
2,47,14,2
0,0,13,50
5,30,1,2
1,48,2,1
1,48,4,1
16,22,1,1
7,31,1,1
13,32,17,3
2,7,1,0
31,17,11,10
3,26,2,0
9,25,15,2
4,5,1,1
4,2,1,3
5,3,2,1
1,38,4,0
0,68,2,0
0,58,22,0
5,33,7,2
202,42,726,10
9,9,12,3
0,55,2,0
11,10,4,3
0,61,34,1
3,47,3,0
1,50,38,0
0,18,28,2
0,63,18,0
3,28,2,0
3,33,4,1
2,18,9,0
0,69,3,0
0,60,70,0
1,9,1,0
3,2,1,0
1,37,4,0
9,12,4,0
5,3,2,2
0,46,20,0
0,0,2,2
0,57,3,0
6,13,12,1
3,45,2,0
3,35,2,0
2,6,2,0
4,28,1,0
2,25,1,0
5,50,74,0
8,8,2,5
0,40,32,0
2,48,5,0
0,1,1,3
41,22,5,4
4,23,15,1
0,40,18,0
1,46,1,0
24,2,1,14
0,56,2,0
0,59,2,0
10,24,14,0
0,59,4,1
2,48,3,1
0,40,12,0
0,70,3,0
2,46,19,0
1,62,18,0
1,40,11,0
4,43,2,0
1,35,1,2
3,66,3,0
5,27,2,0
1,58,368,0
14,32,5,0
1,66,5,0
0,38,3,0
0,53,14,0
0,69,12,0
3,56,2,0
0,60,474,0
57,10,5,14
1,52,5,0
2,43,30,0
7,33,14,1
0,0,1,2
21,30,5,2
0,70,1,2
13,33,1,3
10,26,19,1
9,42,2,1
14,23,33,1
4,18,1,0
45,15,6,2
1,70,49,0
0,68,6,0
1,64,49,1
0,71,18,0
1,58,19,1
34,32,6,1
6,52,271,2
17,9,30,14
61,6,28,36
103,12,60,22
34,16,14,7
2,1,16,7
1,60,15,1
162,5,56,84
0,0,50,97
25,26,59,5
43,17,120,5
27,43,12,4
17,56,546,7
11,42,5,3
9,37,46,1
106,4,23,54
0,62,18,0
1,64,48,0
0,0,34,280
94,2,16,62
100,11,22,40
5,43,5,0
32,30,20,8
50,27,32,18
39,38,161,3
0,66,24,0
0,60,2,0
0,50,959,0
0,33,1,0
4,3,1,0
0,64,2,0
0,68,2,0
3,28,4,1
0,49,14,0
0,45,4,0
3,23,3,0
4,10,2,0
0,68,11,0
0,70,2,0
1,42,1,0
0,37,1,0
0,46,1447,0
0,48,1,0
2,23,3,0
0,64,2,0
0,60,1,0
17,11,5,4
0,53,1,0
4,15,5,0
0,61,1,0
0,32,2,1
1,5,2,0
10,28,11,0
0,66,2,0
1,40,17,0
0,69,1,0
3,9,3,1
0,41,4,0
0,48,3,0
9,17,1,0
4,1,6,4
1,40,1,0
1,39,1,0
0,38,1,0
3,11,4,1
0,46,2,0
15,20,3,0
0,52,2,0
1,52,4,0
8,13,1,3
1,31,1,0
11,42,145,1
0,49,1,0
0,62,5,0
1,27,1,1
0,50,2,0
4,37,1,0
0,54,3,0
1,48,5,0
2,43,3,0
10,5,13,3
3,26,13,0
10,23,1,0
0,54,2,0
3,46,3,0
16,5,16,5
21,20,3,0
11,8,14,2
2,40,4,0
12,10,2,1
1,31,2,0
21,8,1,0
12,12,5,0
4,2,1,0
0,0,5,19
12,11,2,4
18,16,20,0
0,60,3,0
13,15,18,2
1,39,2,0
2,37,3,0
19,8,14,4
0,68,3,0
0,45,1,0
15,17,3,1
1,35,2,0
2,41,1,0
9,14,11,1
18,10,5,3
13,8,2,5
0,67,5,0
3,40,49,0
27,7,13,4
14,5,3,3
8,2,3,10
5,57,4,0
1,50,4,0
0,52,4,0
3,64,27,0
20,19,12,1
1,51,1,1
0,56,2,0
2,37,56,0
3,53,31,1
0,61,2,0
4,18,4,0
0,42,15,0
13,19,13,4
4,19,5,1
1,31,62,0
1,20,1,0
0,68,139,0
0,51,210,0
0,39,2,0
0,4,78,1
3,8,113,1
8,15,2,0
0,52,16,0
4,21,83,0
0,61,84,0
10,8,468,5
0,67,117,0
1,41,1,0
0,37,80,0
14,23,600,1
0,54,83,0
0,51,25,0
2,26,201,0
1,26,4,0
2,3,207,3
0,36,1,0
3,56,59,0
0,1,21,0
5,24,141,0
23,45,42,21
3,11,1,0
0,52,161,0
0,69,4,0
0,48,253,0
0,67,195,1
0,6,4,0
4,7,1,2
4,12,350,3
0,34,1,0
0,0,46,2
0,45,37,0
6,21,87,1
1,6,284,1
13,26,407,0
0,6,2,1
0,37,178,0
11,8,94,29
0,38,5,0
0,64,271,1
3,7,1,1
1,42,157,0
0,47,2,0
1,42,3,0
8,25,303,6
0,41,3,0
1,40,1,0
0,71,42,0
4,24,2,0
0,56,1,0
0,35,96,0
10,24,4,0
3,3,2,0
0,23,2,0
1,9,75,1
0,55,88,0
0,69,1,0
10,12,399,1
0,45,3,0
1,34,3,0
0,38,1,0
0,53,118,0
0,58,2,0
9,7,132,8
0,28,3,0
2,6,55,2
0,62,40,0
0,41,3,0
2,31,217,1
4,13,2,0
0,35,76,0
0,12,63,0
0,17,72,4
3,46,4,0
0,43,59,0
0,53,51,0
3,12,29,0
