comm24,baseTime,shares,hrs,output
0,41,1,24,0
0,20,1,24,0
1,14,16,24,0
1,33,1,24,1
0,50,12,24,1
7,19,12,24,0
0,51,5,24,0
0,47,12,24,0
0,33,3,24,0
0,20,20,24,0
0,27,2,24,0
0,43,4,24,0
0,11,2,24,0
0,59,2,24,0
0,48,1,24,0
0,43,6,24,0
0,65,2,24,0
0,31,1,24,0
0,27,1,24,0
6,7,1,24,1
0,25,1,24,0
0,64,8,24,0
0,44,6,24,0
0,46,1,24,0
0,25,1,24,0
3,5,1,24,0
4,20,1,24,0
0,51,1,24,0
0,58,67,24,0
0,42,2,24,0
0,65,2,3,0
0,63,81,24,0
44,23,95,24,3
37,20,106,24,7
24,9,39,24,8
10,3,104,24,2
0,68,53,24,1
8,27,66,24,1
17,20,55,24,2
1,51,59,24,0
48,2,73,24,23
33,7,201,24,26
33,20,72,24,0
32,20,65,24,4
16,29,68,24,0
12,33,29,24,1
0,72,124,24,0
16,2,26,24,13
8,35,54,24,1
1,70,45,24,0
23,21,20,24,1
0,50,91,24,0
0,50,30,24,0
0,59,25,24,0
2,1,29,24,8
0,0,21,24,10
0,54,126,24,1
2,38,27,24,1
1,54,72,24,0
23,3,47,24,9
0,68,19,24,0
13,23,30,24,0
1,56,72,24,1
2,58,53,24,1
19,18,90,24,5
7,2,30,24,8
11,13,57,24,2
0,53,34,24,0
0,50,37,24,0
16,14,48,24,3
0,70,55,24,2
1,54,66,24,0
13,39,86,24,2
23,10,116,24,19
62,24,213,24,3
1,47,140,24,1
5,33,91,24,0
3,49,111,24,1
27,18,79,24,0
0,65,34,24,0
7,35,54,24,0
1,50,116,24,1
46,15,85,24,3
36,20,160,24,7
0,70,82,24,0
1,58,69,24,0
0,54,177,24,0
8,45,111,24,1
53,19,87,24,9
0,57,113,24,2
1,47,100,24,0
0,63,134,24,0
2,42,274,24,1
4,43,224,24,0
0,67,61,24,0
21,11,30,24,3
7,28,143,24,1
8,29,92,24,1
3,47,33,24,0
46,12,96,24,21
3,31,3,24,1
35,1,22,24,11
62,24,77,24,3
0,58,160,24,0
7,38,347,24,0
63,14,183,24,9
58,20,163,24,10
9,28,99,24,0
0,68,60,24,0
4,41,95,24,1
61,13,93,24,26
1,34,32,24,2
35,10,114,24,11
25,17,48,24,9
35,11,32,24,12
63,23,62,24,12
17,2,142,24,23
34,15,67,24,3
4,61,207,24,1
0,61,106,24,8
0,0,28,24,22
2,71,49,24,0
4,61,78,24,2
1,51,100,24,0
36,11,36,24,9
8,27,95,24,0
3,48,41,24,2
1,68,233,24,1
19,9,131,24,13
4,39,56,24,0
26,33,120,24,5
8,28,77,24,2
4,56,67,24,0
2,61,67,24,1
2,48,66,24,1
48,19,130,24,6
5,53,15,24,0
11,12,148,24,9
6,39,42,24,3
5,51,53,24,1
11,3,141,24,22
3,57,126,24,2
11,13,31,24,3
2,54,57,24,0
15,22,35,24,2
7,36,22,24,1
17,62,33,24,0
24,23,59,24,1
1,70,11,24,1
4,49,25,24,2
15,19,23,24,2
2,52,34,5,1
29,23,154,9,2
12,22,7,5,0
166,48,387,24,82
376,22,60,24,85
221,3,469,24,112
198,22,335,24,41
54,64,200,24,20
34,24,3,24,1
8,19,4,24,0
3,64,3,24,0
21,61,58,24,7
13,19,145,24,4
9,18,32,24,2
0,30,1,24,0
1,71,13,24,0
2,1,1,24,8
2,44,13,24,1
29,15,1,24,2
1,38,5,24,1
3,57,117,24,3
1,69,2,24,0
0,53,2,24,1
2,60,19,24,0
10,26,22,24,7
10,34,1,24,4
0,54,2,24,0
36,38,178,24,23
6,31,1,24,2
1,70,31,24,0
16,15,12,24,6
68,21,1,24,16
24,6,2,24,3
4,36,4,24,2
14,70,288,24,4
84,32,811,24,63
31,15,3,24,3
3,2,2,24,4
0,63,1,24,0
0,58,2,24,0
4,58,1,24,0
3,9,11,24,2
12,29,1,24,3
18,20,14,24,2
23,14,3,24,6
17,17,17,24,0
0,41,2,24,0
16,14,2,24,7
32,17,1,20,3
0,0,398,24,231
0,0,354,24,313
134,3,210,24,195
30,38,1,24,2
193,18,11,24,22
0,63,19,24,0
3,49,42,24,1
5,67,1,24,2
119,12,2,24,33
13,8,18,24,5
0,0,2,24,115
58,18,2,24,8
9,29,1,24,0
5,48,18,24,0
162,14,521,24,71
2,63,14,24,0
26,38,18,24,4
86,22,36,24,9
100,6,128,24,29
2,49,28,24,2
5,71,95,24,7
1,67,12,24,2
0,62,17,24,0
166,33,11,24,10
44,1,2,24,42
210,19,11,24,24
1,55,3,24,0
2,72,6,24,0
354,13,16,24,77
6,1,42,24,7
0,61,16,24,0
29,14,1,24,4
144,23,3,24,7
18,30,6,24,2
4,34,15,24,5
2,38,15,24,0
3,55,55,24,0
124,22,14,24,7
3,25,2,24,1
0,38,2,24,0
2,31,1,24,0
0,14,2,24,1
1,1,1,24,0
1,64,52,24,0
0,12,1,24,0
0,35,1,24,0
0,39,1,24,0
0,52,1,24,0
5,23,2,24,0
0,63,1,24,0
1,69,2,24,0
0,53,3,24,0
0,49,1,24,0
0,36,12,24,0
0,64,1,24,0
0,58,1,24,0
0,70,1,24,0
2,35,2,24,0
3,13,1,24,0
6,8,4,24,3
0,5,1,24,0
0,46,3,24,0
5,26,1,24,1
0,35,1,24,0
0,39,1,24,0
8,24,2,24,0
0,70,1,24,0
2,27,2,24,0
0,42,3,24,0
4,14,1,24,0
1,54,1,24,0
0,36,1,24,0
0,50,2,24,0
0,70,1,24,0
0,59,1,24,0
15,17,2,24,2
15,20,1,24,1
3,42,2,24,0
0,52,1,24,0
0,60,1,24,0
11,4,1,24,8
0,50,2,24,0
4,2,1,24,3
0,44,3,24,0
11,6,5,24,7
1,55,23,24,2
5,39,2,24,1
7,39,11,24,2
4,39,1,24,0
3,4,1,24,10
11,4,1,24,12
16,5,1,24,9
7,12,2,24,1
19,5,2,24,18
2,39,1,24,0
5,21,1,24,1
0,65,1,24,0
0,55,1,24,0
0,38,1,24,0
1,6,15,24,0
0,26,1,24,0
0,56,1,24,0
0,50,3,24,0
0,35,3,24,0
0,56,11,24,0
0,71,1,24,0
0,67,1,24,0
0,42,2,24,0
0,53,2,24,0
0,42,5,24,0
0,8,2,24,0
0,14,2,24,0
0,16,3,24,1
0,5,3,24,0
0,25,1,24,0
1,23,11,24,0
0,48,1,24,0
7,20,19,24,0
0,72,1,24,0
0,56,3,24,0
0,12,1,24,0
0,15,1,24,0
1,29,53,24,0
2,7,1,24,1
0,70,1,24,0
0,60,2,24,0
1,35,1,24,0
0,0,1,24,0
0,42,2,24,1
7,14,5,24,0
4,10,23,24,1
0,64,1,24,0
0,57,2,24,0
2,61,38,24,0
0,50,2,24,0
1,47,3,24,0
8,20,5,24,0
0,57,1,24,0
12,24,27,24,1
0,27,16,24,1
0,41,2,24,0
6,18,15,24,1
0,34,4,24,1
0,0,14,24,4
0,33,1,24,0
14,7,17,24,7
0,38,3,24,1
2,39,58,24,0
7,5,62,24,17
3,39,33,24,1
0,59,2,24,0
4,28,26,24,0
12,36,3,24,4
1,68,15,24,0
1,33,23,24,0
16,7,13,24,0
3,29,2,24,0
0,63,16,24,2
5,15,1,24,0
0,53,1,24,0
2,54,20,24,1
13,14,4,24,1
0,46,14,24,0
9,12,1,24,0
4,34,1,24,0
0,64,11,24,0
0,68,1,24,0
6,19,16,24,1
12,7,20,24,3
3,40,2,24,2
0,53,21,24,0
19,19,13,24,2
18,18,17,24,3
1,13,1,24,0
6,34,26,24,0
13,11,14,24,2
5,50,18,24,1
15,22,4,24,0
2,57,3,24,1
1,51,27,24,0
17,5,28,24,6
0,52,1,24,0
7,13,14,24,0
1,52,1,24,0
15,7,1,24,1
1,61,56,24,1
0,72,2,24,0
0,62,4,24,0
1,26,1,24,0
4,31,2,24,0
11,23,3,24,1
2,13,1,24,1
0,51,2,24,0
18,19,1,24,1
3,44,3,24,0
0,56,12,24,0
0,62,2,24,0
7,1,4,24,30
0,50,2,24,0
1,31,3,24,0
4,16,22,24,1
8,1,1,24,2
19,9,2,24,5
1,34,19,24,0
21,18,1,24,0
0,56,4,24,0
3,47,3,24,0
20,13,11,24,5
0,40,1,24,0
2,47,14,24,2
0,0,13,24,50
5,30,1,24,2
1,48,2,24,1
1,48,4,24,1
16,22,1,24,1
7,31,1,24,1
13,32,17,24,3
2,7,1,24,0
31,17,11,24,10
3,26,2,24,0
9,25,15,24,2
4,5,1,24,1
4,2,1,24,3
5,3,2,24,1
1,38,4,24,0
0,68,2,24,0
0,58,22,24,0
5,33,7,24,2
202,42,726,24,10
9,9,12,24,3
0,55,2,24,0
11,10,4,24,3
0,61,34,24,1
3,47,3,24,0
1,50,38,24,0
0,18,28,24,2
0,63,18,24,0
3,28,2,24,0
3,33,4,24,1
2,18,9,24,0
0,69,3,24,0
0,60,70,24,0
1,9,1,24,0
3,2,1,24,0
1,37,4,24,0
9,12,4,24,0
5,3,2,24,2
0,46,20,24,0
0,0,2,24,2
0,57,3,24,0
6,13,12,24,1
3,45,2,24,0
3,35,2,24,0
2,6,2,24,0
4,28,1,24,0
2,25,1,24,0
5,50,74,24,0
8,8,2,24,5
0,40,32,24,0
2,48,5,24,0
0,1,1,24,3
41,22,5,24,4
4,23,15,24,1
0,40,18,24,0
1,46,1,24,0
24,2,1,24,14
0,56,2,24,0
0,59,2,24,0
10,24,14,24,0
0,59,4,24,1
2,48,3,24,1
0,40,12,24,0
0,70,3,24,0
2,46,19,24,0
1,62,18,24,0
1,40,11,24,0
4,43,2,24,0
1,35,1,24,2
3,66,3,24,0
5,27,2,24,0
1,58,368,24,0
14,32,5,24,0
1,66,5,24,0
0,38,3,24,0
0,53,14,24,0
0,69,12,24,0
3,56,2,24,0
0,60,474,24,0
57,10,5,24,14
1,52,5,24,0
2,43,30,24,0
7,33,14,24,1
0,0,1,24,2
21,30,5,24,2
0,70,1,24,2
13,33,1,24,3
10,26,19,24,1
9,42,2,24,1
14,23,33,24,1
4,18,1,24,0
45,15,6,24,2
1,70,49,24,0
0,68,6,24,0
1,64,49,24,1
0,71,18,24,0
1,58,19,24,1
34,32,6,24,1
6,52,271,24,2
17,9,30,24,14
61,6,28,24,36
103,12,60,24,22
34,16,14,24,7
2,1,16,24,7
1,60,15,24,1
162,5,56,24,84
0,0,50,24,97
25,26,59,24,5
43,17,120,24,5
27,43,12,24,4
17,56,546,24,7
11,42,5,24,3
9,37,46,24,1
106,4,23,24,54
0,62,18,24,0
1,64,48,24,0
0,0,34,24,280
94,2,16,24,62
100,11,22,24,40
5,43,5,24,0
32,30,20,24,8
50,27,32,24,18
39,38,161,2,3
0,66,24,24,0
0,60,2,24,0
0,50,959,24,0
0,33,1,24,0
4,3,1,24,0
0,64,2,24,0
0,68,2,24,0
3,28,4,24,1
0,49,14,24,0
0,45,4,24,0
3,23,3,24,0
4,10,2,24,0
0,68,11,24,0
0,70,2,24,0
1,42,1,24,0
0,37,1,24,0
0,46,1447,24,0
0,48,1,24,0
2,23,3,24,0
0,64,2,24,0
0,60,1,24,0
17,11,5,24,4
0,53,1,24,0
4,15,5,24,0
0,61,1,24,0
0,32,2,24,1
1,5,2,24,0
10,28,11,24,0
0,66,2,24,0
1,40,17,24,0
0,69,1,24,0
3,9,3,24,1
0,41,4,24,0
0,48,3,24,0
9,17,1,24,0
4,1,6,24,4
1,40,1,24,0
1,39,1,24,0
0,38,1,24,0
3,11,4,24,1
0,46,2,24,0
15,20,3,24,0
0,52,2,24,0
1,52,4,24,0
8,13,1,24,3
1,31,1,24,0
11,42,145,24,1
0,49,1,24,0
0,62,5,24,0
1,27,1,24,1
0,50,2,24,0
4,37,1,24,0
0,54,3,24,0
1,48,5,24,0
2,43,3,24,0
10,5,13,24,3
3,26,13,24,0
10,23,1,24,0
0,54,2,24,0
3,46,3,24,0
16,5,16,24,5
21,20,3,24,0
11,8,14,24,2
2,40,4,24,0
12,10,2,24,1
1,31,2,24,0
21,8,1,24,0
12,12,5,24,0
4,2,1,24,0
0,0,5,24,19
12,11,2,24,4
18,16,20,24,0
0,60,3,24,0
13,15,18,24,2
1,39,2,24,0
2,37,3,24,0
19,8,14,24,4
0,68,3,24,0
0,45,1,24,0
15,17,3,24,1
1,35,2,24,0
2,41,1,24,0
9,14,11,24,1
18,10,5,24,3
13,8,2,24,5
0,67,5,24,0
3,40,49,24,0
27,7,13,24,4
14,5,3,24,3
8,2,3,24,10
5,57,4,24,0
1,50,4,24,0
0,52,4,24,0
3,64,27,24,0
20,19,12,24,1
1,51,1,24,1
0,56,2,24,0
2,37,56,24,0
3,53,31,24,1
0,61,2,24,0
4,18,4,24,0
0,42,15,24,0
13,19,13,22,4
4,19,5,17,1
1,31,62,24,0
1,20,1,24,0
0,68,139,24,0
0,51,210,24,0
0,39,2,24,0
0,4,78,24,1
3,8,113,24,1
8,15,2,24,0
0,52,16,24,0
4,21,83,24,0
0,61,84,24,0
10,8,468,24,5
0,67,117,24,0
1,41,1,24,0
0,37,80,24,0
14,23,600,24,1
0,54,83,24,0
0,51,25,24,0
2,26,201,24,0
1,26,4,24,0
2,3,207,24,3
0,36,1,24,0
3,56,59,24,0
0,1,21,24,0
5,24,141,24,0
23,45,42,24,21
3,11,1,24,0
0,52,161,24,0
0,69,4,24,0
0,48,253,24,0
0,67,195,24,1
0,6,4,24,0
4,7,1,24,2
4,12,350,24,3
0,34,1,24,0
0,0,46,24,2
0,45,37,24,0
6,21,87,24,1
1,6,284,24,1
13,26,407,24,0
0,6,2,24,1
0,37,178,24,0
11,8,94,24,29
0,38,5,24,0
0,64,271,24,1
3,7,1,24,1
1,42,157,24,0
0,47,2,24,0
1,42,3,24,0
8,25,303,24,6
0,41,3,24,0
1,40,1,24,0
0,71,42,24,0
4,24,2,24,0
0,56,1,24,0
0,35,96,24,0
10,24,4,24,0
3,3,2,24,0
0,23,2,24,0
1,9,75,24,1
0,55,88,24,0
0,69,1,24,0
10,12,399,24,1
0,45,3,24,0
1,34,3,24,0
0,38,1,24,0
0,53,118,24,0
0,58,2,24,0
9,7,132,24,8
0,28,3,24,0
2,6,55,24,2
0,62,40,24,0
0,41,3,24,0
2,31,217,24,1
4,13,2,24,0
0,35,76,24,0
0,12,63,24,0
0,17,72,24,4
3,46,4,24,0
0,43,59,24,0
0,53,51,24,0
3,12,29,24,0
4,20,1,24,0
12,36,52,24,0
38,32,117,24,0
2,1,131,24,7
30,20,3,24,3
73,30,2,24,7
0,69,4,24,0
0,4,92,24,7
3,23,5,24,0
0,43,27,24,0
0,54,5,24,0
0,66,53,24,0
1,54,181,24,0
1,31,2,24,0
0,52,140,24,0
2,40,121,24,0
3,26,2,24,0
0,42,1,24,0
0,53,129,24,2
2,59,1,24,0
9,26,140,24,0
1,11,2,24,2
0,48,108,24,0
11,4,231,24,7
0,33,2,24,1
1,42,250,24,3
2,31,2,24,0
0,34,76,24,0
15,4,28,24,9
10,20,172,24,0
5,6,98,24,5
3,11,1,24,6
7,11,3,24,4
10,22,3,24,4
1,68,5,24,0
10,25,3,24,0
4,32,3,24,3
10,38,4,24,4
4,32,1,24,1
1,46,2,24,0
10,3,1,24,4
3,60,21,24,1
6,18,2,24,5
5,37,3,24,0
2,65,18,24,0
0,39,2,24,3
0,35,3,24,2
0,50,1,24,1
13,9,3,24,11
9,39,3,24,6
1,67,12,24,0
3,45,22,24,3
0,29,1,24,0
8,21,22,24,21
7,72,17,24,1
7,4,24,24,3
12,20,13,24,0
89,42,1301,24,29
34,71,2,1,0
38,66,15,2,0
2,15,1,24,0
2,16,6,24,1
0,48,1,24,0
2,28,1,24,0
0,1,1,24,0
0,45,1,24,0
0,19,1,24,0
4,29,12,24,1
0,55,3,24,0
0,71,2,24,0
0,4,1,24,0
1,53,1,24,0
1,21,1,24,0
0,16,1,18,0
1,55,66,24,0
1,32,80,24,1
1,41,23,24,0
12,14,13,24,9
1,65,1,24,0
0,58,1,24,0
0,66,4,24,0
14,28,80,24,1
1,32,1,24,2
1,52,5,24,0
1,33,1,24,0
16,6,14,24,19
1,36,3,24,0
4,37,1,24,0
39,5,1,24,23
2,20,1,24,0
1,61,1,24,0
6,29,1,24,2
11,9,1,24,1
13,11,53,24,7
1,71,2,24,0
2,55,4,24,0
9,38,160,24,5
2,3,1,24,0
9,8,1,24,2
10,11,2,24,2
0,54,1,24,0
1,38,1,24,0
0,59,1,24,0
0,70,2,24,0
0,62,1,24,0
3,4,1,24,3
9,7,31,24,6
1,58,2,24,0
4,5,1,24,0
4,33,26,24,2
1,38,11,24,1
1,49,1,24,0
4,54,13,24,0
28,18,1,24,4
0,22,1,24,0
0,53,1,24,0
31,12,129,24,25
0,68,367,24,0
2,40,89,24,0
2,32,4,24,0
0,27,3,24,0
2,17,3,24,0
0,46,3,24,0
1,57,5,24,0
12,27,22,24,1
1,4,23,24,1
35,24,12,24,2
0,34,13,24,2
0,72,23,24,0
1,50,65,24,0
8,20,33,24,4
0,52,1,24,0
30,14,44,24,5
1,34,26,24,0
0,57,18,24,0
0,56,68,24,0
10,19,304,24,2
3,1,1,24,16
0,7,3,24,0
0,44,81,24,0
8,14,128,24,0
12,13,386,24,5
0,69,304,24,0
0,48,218,24,1
1,63,79,24,1
7,19,112,24,0
3,6,97,24,4
3,58,393,24,1
0,0,245,24,10
0,50,42,24,0
293,27,202,24,14
16,11,113,24,12
52,14,214,24,8
6,35,33,24,0
34,4,275,24,37
0,14,1,24,1
43,11,203,24,9
2,55,108,24,0
0,41,92,24,0
33,18,62,24,4
1,40,137,24,0
6,19,16,24,0
3,44,75,24,0
22,11,152,24,8
8,17,40,24,0
0,56,61,24,0
12,46,539,24,0
30,24,232,24,0
0,62,151,24,0
0,70,46,24,0
0,60,2,24,0
1,1,183,24,11
0,51,47,24,0
5,19,173,24,2
2,51,22,24,0
2,13,5,24,0
0,50,17,24,0
0,0,89,24,6
20,36,230,24,4
19,19,31,24,1
2,13,15,24,0
2,10,81,24,1
7,6,502,24,16
1,25,71,24,2
5,49,384,24,1
1,8,16,24,3
2,45,154,24,0
0,57,136,24,0
43,19,229,24,8
3,38,823,24,1
2,6,209,24,2
0,52,27,24,0
0,69,40,24,0
3,36,110,24,0
4,41,84,24,0
0,46,32,24,0
0,71,181,24,0
4,31,50,24,0
2,56,17,24,0
0,47,34,24,2
0,41,50,24,0
2,19,11,24,0
15,18,99,24,2
7,31,47,24,0
8,43,690,24,0
0,54,97,24,0
3,34,117,24,0
4,10,80,24,2
9,3,197,24,11
7,42,336,24,0
0,72,177,24,0
16,12,217,24,3
2,20,15,24,0
1,65,105,24,0
6,38,132,24,0
1,48,156,24,0
48,20,28,24,4
0,36,39,24,0
4,3,69,24,4
2,1,76,24,12
0,63,46,24,0
2,42,145,24,0
0,45,32,24,0
0,45,132,24,0
3,44,93,24,0
4,11,19,24,0
0,72,26,24,0
0,45,125,24,2
1,62,348,24,0
9,8,985,24,6
0,60,513,24,0
0,60,72,24,0
0,60,49,24,0
1,6,36,24,4
8,29,13,24,0
1,57,104,24,0
0,0,35,24,6
3,35,230,24,1
12,6,60,24,3
6,19,128,24,3
103,24,176,24,7
0,56,150,24,1
2,33,40,24,1
1,39,6,24,0
0,53,77,24,0
8,10,56,24,1
1,52,50,24,0
8,3,73,24,6
2,44,95,24,0
5,38,47,24,0
0,39,19,24,0
70,12,26,24,9
2,48,47,24,0
0,69,17,24,0
1,25,1,24,0
0,22,19,24,0
4,2,13,24,3
3,29,177,24,0
0,64,18,24,0
23,28,248,24,2
10,18,1,24,0
0,72,42,24,0
18,15,69,24,0
0,40,33,24,0
5,32,184,24,1
0,68,64,24,0
2,61,315,24,0
6,6,28,24,9
1,35,33,24,1
14,11,87,24,3
1,50,109,24,0
1,46,4,24,0
2,2,126,24,14
2,40,24,24,0
2,21,114,24,4
12,6,46,24,4
1,47,2,24,0
4,42,251,24,0
0,53,19,24,0
63,25,1838,24,59
2,32,32,24,0
13,12,4,24,6
6,29,12,24,3
2,70,3,24,2
18,8,17,24,5
9,35,483,24,2
0,22,1,24,0
16,24,2,24,0
1,27,3,24,1
9,31,92,24,1
3,41,42,24,1
2,55,24,24,0
6,36,19,24,0
0,65,11,24,1
21,8,27,24,3
0,62,30,24,0
3,55,1,24,1
14,15,12,24,1
4,21,3,24,0
21,15,30,24,10
3,27,13,24,1
5,28,37,24,0
14,20,4,24,3
0,42,36,24,0
10,32,52,24,1
1,52,13,24,0
1,44,12,24,0
3,69,30,24,0
2,57,70,24,0
1,54,50,24,0
0,47,1,24,0
59,21,116,24,3
62,5,163,24,26
13,18,219,24,1
0,60,1,24,0
2,32,154,24,2
66,9,55,24,3
4,13,2,24,0
1,62,42,24,0
3,38,59,24,0
1,25,1,24,0
23,15,16,24,0
40,2,1,24,3
0,0,2,24,11
0,63,1,24,0
0,48,41,24,0
1,43,12,24,0
41,11,28,24,1
2,7,1,24,1
23,10,20,24,0
5,47,1,24,0
0,71,12,24,0
1,39,16,24,1
6,14,1,24,0
0,27,1,24,0
1,48,3,24,0
1,51,4,24,0
0,70,1,24,0
1,51,1,24,0
0,65,52,24,0
2,62,49,24,0
7,31,445,24,0
0,62,1,24,0
0,39,13,24,1
0,56,21,24,0
8,33,30,24,4
0,67,16,24,0
19,17,16,24,1
0,59,56,24,0
0,55,21,24,0
5,48,660,24,0
14,4,26,24,3
17,20,22,24,1
4,45,169,24,0
3,46,63,24,0
16,13,19,24,2
40,7,140,24,1
4,53,85,24,0
68,3,53,24,40
2,34,38,24,0
3,31,33,24,0
1,67,13,24,0
46,9,22,24,2
2,28,26,24,1
13,26,53,24,2
0,47,1,24,0
66,1,1,24,1
37,6,13,24,2
0,70,3,24,0
0,0,1,24,7
0,66,2,24,0
0,43,5,24,0
0,0,3963,24,410
1,33,1,24,0
0,47,4,24,0
63,7,3,24,2
0,50,3,24,0
0,42,2,24,0
15,7,1,24,0
0,63,2,24,0
0,41,1,24,0
1,28,2,24,0
0,49,1,24,0
19,1,1,24,6
1,38,2,24,0
0,61,2,24,0
0,65,1,24,0
10,38,150,24,1
0,69,91,24,0
80,5,630,24,29
1,56,187,24,0
0,69,25,24,0
21,22,22,24,0
52,10,42,24,6
42,50,144,24,3
18,12,13,24,3
3,63,57,24,0
2,62,30,24,0
0,68,97,24,0
55,14,507,24,17
2,65,730,24,0
258,3,1521,24,205
21,35,78,24,8
17,20,26,24,3
9,42,59,24,2
2,50,46,24,0
0,64,21,24,0
0,69,3,24,0
2,58,21,24,0
1,9,4,24,1
0,42,2,24,2
11,34,57,24,0
11,33,54,24,4
0,63,38,24,0
3,41,17,24,2
0,72,40,24,0
52,3,42,24,6
3,61,105,24,0
5,47,196,24,5
35,15,22,24,2
57,8,35,24,12
418,18,18,24,4
111,1,11,24,141
1,45,4,24,0
0,72,76,24,0
97,27,88,24,13
12,55,26,24,0
4,42,14,24,0
119,19,113,24,9
25,5,2,24,5
13,7,2,24,6
24,24,3,24,1
17,33,73,24,3
8,40,4,24,0
2,68,37,24,0
5,41,44,24,1
33,12,15,24,2
9,19,12,24,3
21,10,12,24,6
2,68,122,24,0
3,20,4,24,1
36,2,1,24,48
112,15,122,24,15
5,51,19,24,1
1,52,35,24,0
0,58,76,24,0
50,20,50,24,10
32,6,43,24,7
141,19,85,24,9
24,20,3,24,2
21,31,31,24,2
56,23,29,24,4
15,29,34,24,1
4,59,17,24,0
0,72,14,24,0
62,31,106,24,12
0,68,2,24,0
16,10,2,24,0
42,12,16,24,1
0,36,2,24,0
2,42,3,24,0
8,14,2,24,1
0,27,11,24,0
0,67,17,24,0
0,61,6,24,0
75,10,38,24,6
3,37,24,24,0
6,42,2,24,0
0,62,1,24,0
74,3,2,24,7
0,67,2,24,0
3,66,12,24,0
474,2,17,24,133
4,42,4,24,0
11,36,26,24,1
4,55,30,24,0
163,37,13959,24,67
840,17,3,24,125
5,53,32,11,0
65,6,25,24,30
4,12,27,24,5
4,34,12,24,1
2,6,28,24,1
76,5,13,24,23
26,4,32,24,23
7,36,15,4,0
21,13,22,24,1
18,16,2,21,1
8,32,60,24,1
2,1,4,24,6
0,21,15,24,2
3,43,64,24,2
1,47,32,24,0
1,27,1,24,0
0,38,27,24,0
1,53,25,24,0
0,52,69,24,0
0,63,49,24,0
0,65,3,24,0
0,19,11,24,0
0,55,1,24,0
1,31,78,24,0
1,15,2,24,0
2,4,1,24,2
6,33,117,24,1
1,12,1,24,0
0,19,1,24,0
0,43,2,24,0
1,51,18,24,0
2,38,24,24,1
0,37,27,24,0
0,68,4,24,0
0,58,3,24,0
0,13,4,24,0
0,54,2,24,0
0,25,1,24,0
0,36,2,24,0
0,12,2,24,0
0,64,4,24,0
5,33,45,24,0
0,39,2,24,0
0,5,3,24,0
0,41,1,24,0
0,71,1,24,0
3,21,24,24,7
0,3,1,24,0
1,29,2,24,0
1,37,39,24,0
0,53,1,24,0
0,43,2,24,0
0,20,3,24,0
0,3,19,24,2
0,55,4,24,0
0,21,2,24,0
0,18,1,24,0
0,46,30,24,0
0,39,1,24,0
0,67,53,24,0
0,31,1,24,0
0,64,1,24,0
0,51,23,24,0
0,11,1,24,0
0,10,2,24,0
0,29,1,24,0
11,42,104,24,7
2,27,42,24,4
2,52,50,24,0
13,22,67,24,4
0,4,3,24,0
2,56,85,24,2
0,21,1,24,0
0,44,33,24,0
35,15,47,24,1
1,35,11,24,0
10,7,16,24,0
0,70,16,24,0
0,59,3,24,0
0,71,3,24,0
0,33,26,24,0
0,58,4,24,0
10,17,24,24,1
1,57,23,24,0
0,44,1,24,0
0,46,17,24,0
6,37,2,24,0
1,18,1,24,1
1,44,1,24,0
0,55,5,24,0
6,7,28,24,0
0,26,2,24,0
0,46,43,24,0
1,51,2,24,0
1,41,35,24,0
7,22,16,24,0
0,51,24,24,0
5,1,4,24,6
6,34,32,24,0
6,59,49,24,1
6,7,2,24,1
0,35,1,24,0
1,23,1,24,0
0,66,16,24,0
7,38,1,24,2
0,37,16,24,0
15,57,19,24,5
5,30,27,24,0
0,47,16,24,0
12,4,22,24,2
0,48,1,24,0
0,61,4,24,0
34,29,1,24,5
0,69,15,24,0
2,19,1,24,0
3,31,30,24,1
0,0,2,24,11
14,11,19,24,0
0,57,4,24,0
2,12,3,24,0
0,27,3,24,0
0,42,12,24,0
0,30,39,24,0
0,71,1,24,0
2,66,3,24,0
1,58,2,24,0
1,2,4,24,0
14,20,29,24,1
8,12,1,24,0
7,19,3,24,2
0,58,19,24,0
0,49,19,24,0
6,17,14,24,2
0,53,18,24,0
11,18,28,24,1
32,15,12,24,2
3,2,12,24,1
2,23,2,24,0
6,31,44,24,0
3,12,14,24,0
3,42,28,24,1
11,23,15,24,0
12,30,11,24,1
3,56,24,16,1
37,16,3,24,1
1,31,22,24,0
0,47,1,14,0
55,17,12,24,8
0,35,4,24,0
3,27,25,24,1
0,50,1,7,0
0,48,23,8,0
0,45,1,11,0
1,36,13,20,0
0,50,24,5,0
0,32,2,23,1
7,1,37,24,4
11,7,4,24,1
0,40,22,10,0
6,16,1,24,0
1,30,3,20,0
8,11,16,24,2
12,15,22,24,0
3,35,26,14,0
0,46,2,3,0
4,28,16,12,0
47,13,1,24,2
2,4,1,24,1
2,17,14,16,0
1,28,22,2,0
2,2,16,24,1
1,25,11,3,0
5,13,4,14,0
2,21,16,5,0
0,26,1,1,0
6,10,3,17,1
65,36,113,24,29
3,43,36,24,3
84,7,225,24,101
97,17,99,24,23
27,32,58,24,11
8,48,41,10,3
78,19,95,21,14
0,10,1,24,0
0,0,2,24,2
0,44,3,24,0
0,25,1,24,0
0,65,1,24,0
1,9,3,24,4
0,49,1,24,0
0,60,1,24,0
0,50,1,24,0
0,40,1,24,0
0,61,2,24,0
0,30,1,24,0
0,18,1,24,0
0,69,2,24,0
0,52,3,24,0
0,54,2,24,0
0,6,4,24,0
0,57,1,24,0
